Project,Location,Foundation Date,Classification,Likely Reason,Suggested Action,Raw Rows (same proj+loc),Raw Rows With Start Date,Raw Min Start Date,Raw Location Variants,Raw Line Variants,Daily Rows (same proj+loc),Daily Rows With Start Date,Daily Min Start Date,Daily Line Variants,Project DPR File (latest)
TA 414,203/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,203/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,203A/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,203A/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,203B/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,203B/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,206/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,206/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,206/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,206/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,210/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,210/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,211/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,211/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,211/4,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,211/4,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,212/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,212/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,213/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,213/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,214/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,214/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,216/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,216/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,216/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,216/2,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,216/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,216/3,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,217/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,217/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,217/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,217/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,217/5,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,217/5,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,219/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,219/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,219/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,219/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,221/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,221/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,223/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,223/2,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,224/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,224/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/2,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/3,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/4,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/4,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/5,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/5,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/6,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/6,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,225/7,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,225/7,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,228/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,228/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,229/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,229/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,229A/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,229A/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,229B/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,229B/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,230/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,230/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,230A/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,230A/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,231/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,231/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,232/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,232/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,232/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,232/2,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,232/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,232/3,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,232/4,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,232/4,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,233/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,233/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,234/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,234/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,235/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,235/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,235/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,235/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,235/4,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,235/4,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,236/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,236/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,237/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,237/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,238/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,238/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,243/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,243/3,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,244/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,244/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,244/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,244/3,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,248/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,248/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,249/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,249/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,249/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,249/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,249/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,249/2,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,250/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,250/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,250/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,250/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,255/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,255/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,256/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,256/1,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 414,257/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,257/0,None,0,0,,,TA 414 - DPR - 2026-05-19.xlsx
TA 418,46/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,46/1,None,0,0,,,TA 418 - DPR - 2026-05-17.xlsx
TA 418,59/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,59/1,None,0,0,,,TA 418 - DPR - 2026-05-17.xlsx
TA 419,15/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,15/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,32/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,32/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,36/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,36/3,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,36/9,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,36/9,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,37/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,37/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,38/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,38/1,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,38/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,38/2,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,38/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,38/3,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,38/4,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,38/4,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,39/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,39/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,41/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,41/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,41/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,41/2,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,43/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,43/1,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,43/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,43/2,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,46/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,46/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,52/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,52/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,52/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,52/1,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,53/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,53/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,54/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,54/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,59/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,59/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,60/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,60/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,63/5,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,63/5,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,63B/6,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,63B/6,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,64/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,64/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,64/4,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,64/4,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,65/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,65/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,66/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,66/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,66/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,66/1,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,67/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,67/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,68/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,68/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,69/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,69/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,70/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,70/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,71/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,71/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,72/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,72/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,73/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,73/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,75/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,75/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,76/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,76/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,76/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,76/1,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,76/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,76/2,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,77/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,77/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,78/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,78/3,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,78A/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,78A/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,8/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,8/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,80/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,80/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,82/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,82/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,83/9,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,83/9,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,84/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,84/2,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,87/1,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,87/1,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,87/2,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,87/2,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,93B/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,93B/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,95A/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,95A/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 419,96/0,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,96/0,None,0,0,,,TA 419 - DPR - 2026-05-18.xlsx
TA 421,4/16,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,4/16,None,0,0,,,TA 421 - DPR - 2026-05-18.xlsx
TA 421,8/11,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,8/11,None,0,0,,,TA 421 - DPR - 2026-05-18.xlsx
TA 505,171/10,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,171/10,None,0,0,,,TA 505 - DPR - 2026-05-19.xlsx
TA 509,41/3,,B_PRESENT_RAW_NO_START_DATE,Location present in erection raw data but Start Date blank/unparseable,Check DPR entry for start date population/format; no erection start available for delay match,1,0,,41/3,None,0,0,,,TA 509 - DPR - 2026-05-18.xlsx
